examine,id,members,lowalch,limit,value,highalch,icon,name
A silly cream pointed hat.,662,true,64,150,160,96,Cream hat.png,Cream hat
Made by Tree Gnomes with a thing for cream.,652,true,72,150,180,108,Cream robe bottoms.png,Cream robe bottoms
"The ultimate in gnome design, now in cream!",642,true,72,150,180,108,Cream robe top.png,Cream robe top
For whom?,20243,true,2000,4,5000,3000,Crier bell.png,Crier bell
Don't shoot the messenger!,20240,true,2000,4,5000,3000,Crier coat.png,Crier coat
Hear ye! Hear ye!,12319,true,2000,4,5000,3000,Crier hat.png,Crier hat
This fires crossbow bolts.,837,false,28,125,70,42,Crossbow.png,Crossbow
A string for a crossbow.,9438,true,1,11000,1,1,Crossbow string.png,Crossbow string
How does it all fit in there?,8496,true,4,500,10,6,Crude chair (flatpack).png,Crude chair (flatpack)
A shallow tray used for baking crunchies in.,2165,true,4,40,10,6,Crunchy tray.png,Crunchy tray
A crushed bird's nest.,6693,true,80,11000,200,120,Crushed nest.png,Crushed nest
Ground up superior dragon bones.,21975,true,20,11000,50,30,Crushed superior dragon bones.png,Crushed superior dragon bones
A seed to be sung into the finest crystal armour.,23956,true,200000,,500000,300000,Crystal armour seed.png,Crystal armour seed
How does it all fit in there?,8624,true,4,500,10,6,Crystal ball (flatpack).png,Crystal ball (flatpack)
Smells of victory.,24000,true,12000,,30000,18000,Crystal grail.png,Crystal grail
A mysterious key for a mysterious chest.,989,true,60,11000,150,90,Crystal key.png,Crystal key
How does it all fit in there?,8628,true,4,500,10,6,Crystal of power (flatpack).png,Crystal of power (flatpack)
A seed to be sung into the best tools of the craft.,23953,true,200000,100,500000,300000,Crystal tool seed.png,Crystal tool seed
A seed to be sung into the finest crystal weapons.,4207,true,1,70,1,1,Crystal weapon seed.png,Crystal weapon seed
It's hot!,4460,true,4,13000,10,6,Cup of hot water.png,Cup of hot water
A nice cup of tea.,1978,true,4,2000,10,6,Cup of tea.png,Cup of tea
A cup of water.,4458,true,4,13000,10,6,Cup of water.png,Cup of water
Ready to be cut and sewn into armour.,10820,true,40,13000,100,60,Cured yak-hide.png,Cured yak-hide
It's a spicy hot curry.,2011,true,8,10000,20,12,Curry.png,Curry
I could make a spicy curry with this.,5970,true,7,11000,19,11,Curry leaf.png,Curry leaf
This sapling is ready to be replanted in a fruit tree patch.,5499,true,1,200,1,1,Curry sapling.png,Curry sapling
Plant in a plantpot of soil to grow a sapling.,5286,true,15,200,39,23,Curry tree seed 5.png,Curry tree seed
You'd expect this to interfere with your 3D vision.,19915,true,2000,4,5000,3000,Cyclops head.png,Cyclops head
These would feed a dogfish for months!,6729,true,60,7500,150,90,Dagannoth bones.png,Dagannoth bones
A sturdy piece of dagannoth hide.,6155,true,24,11000,60,36,Dagannoth hide.png,Dagannoth hide
A hat worn by members of the Dagon'hai.,24288,true,6800,,17000,10200,Dagon'hai hat.png,Dagon'hai hat
A robe worn by members of the Dagon'hai.,24294,true,36000,,90000,54000,Dagon'hai robe bottom.png,Dagon'hai robe bottom
A robe worn by members of the Dagon'hai.,24291,true,56000,,140000,84000,Dagon'hai robe top.png,Dagon'hai robe top
"A set containing a Dagon'hai hat, robe top and robe bottom.",24333,true,86800,,217000,130200,Dagon'hai robes set.png,Dagon'hai robes set
"Smells like the north end of a southbound monkey, because it is.",19665,true,1,13000,2,1,Damaged monkey tail.png,Damaged monkey tail
"A teleport to Dareeyak, in level 23 Wilderness.",12777,true,1,10000,1,1,Dareeyak teleport (tablet).png,Dareeyak teleport (tablet)
A bow from a darker dimension.,11235,true,48000,8,120002,72001,Dark bow.png,Dark bow
Bow ties are cool.,19970,true,2000,4,5000,3000,Dark bow tie.png,Dark bow tie
All for one and one for all!,2641,true,80,4,200,120,Dark cavalier.png,Dark cavalier
This looks tricky to eat.,11936,true,128,10000,320,192,Dark crab.png,Dark crab
What on earth would eat this?,11940,true,1,8000,3,1,Dark fishing bait.png,Dark fishing bait
Use on infinity pieces to recolour them!,12528,true,2000,4,5000,3000,Dark infinity colour kit.png,Dark infinity colour kit
"Sleek, silent and furry.",10115,true,84,10000,210,126,Dark kebbit fur.png,Dark kebbit fur
Dark tuxedo trousers with white stockings.,19964,true,2400,4,6000,3600,Dark trousers.png,Dark trousers
Linked tuxedo cuffs with a dark trim.,19961,true,1200,4,3000,1800,Dark tuxedo cuffs.png,Dark tuxedo cuffs
A dark tuxedo jacket with a white shirt.,19958,true,4000,4,10000,6000,Dark tuxedo jacket.png,Dark tuxedo jacket
Dark shoes to match your dark tuxedo.,19967,true,1200,4,3000,1800,Dark tuxedo shoes.png,Dark tuxedo shoes
Nature's equivalent of go-faster stripes.,10127,true,108,10000,270,162,Dashing kebbit fur.png,Dashing kebbit fur
Used for medium level missile spells.,560,false,72,25000,180,108,Death rune.png,Death rune
A mysterious power emanates from the talisman...,1456,true,1,11000,4,2,Death talisman.png,Death talisman
A tiara infused with the properties of death.,5547,true,40,40,100,60,Death tiara.png,Death tiara
Elementary!,12540,true,920,4,2300,1380,Deerstalker.png,Deerstalker
One dose of fishy Defence potion.,11459,true,24,2000,60,36,Defence mix(1).png,Defence mix(1)
Two doses of fishy Defence potion.,11457,true,36,2000,90,54,Defence mix(2).png,Defence mix(2)
1 dose of Defence potion.,137,true,24,2000,60,36,Defence potion(1).png,Defence potion(1)
2 doses of Defence potion.,135,true,36,2000,90,54,Defence potion(2).png,Defence potion(2)
3 doses of Defence potion.,133,true,48,2000,120,72,Defence potion(3).png,Defence potion(3)
4 doses of Defence potion.,2432,true,60,2000,150,90,Defence potion(4).png,Defence potion(4)
Vicious demon slippers.,23294,false,400,4,1000,600,Demon feet.png,Demon feet
Comfortable desert shoes.,1837,true,8,150,20,12,Desert boots.png,Desert boots
These should make me harder to spot in desert areas.,10063,true,8,150,20,12,Desert camo legs.png,Desert camo legs
This should make me harder to spot in desert areas.,10061,true,8,150,20,12,Desert camo top.png,Desert camo top
Sandy coloured kebbit fur.,10123,true,6,10000,17,10,Desert devil fur.png,Desert devil fur
Not much good for blowing.,9735,true,4,13000,12,7,Desert goat horn.png,Desert goat horn
Better than factor 50 sun cream.,6390,true,10,150,25,15,Desert legs.png,Desert legs
"A cool, light desert robe.",1835,true,16,150,40,24,Desert robe.png,Desert robe
Has a coarse hard wearing texture.,6386,true,10,150,25,15,Desert robes.png,Desert robes
"A cool, light desert shirt.",1833,true,16,150,40,24,Desert shirt.png,Desert shirt
A bit itchy.,6384,true,6,150,15,9,Desert top.png,Desert top
Good for those cold desert nights.,6388,true,14,150,35,21,Desert top (overcoat).png,Desert top (overcoat)
A pair of Devout Boots.,22954,true,8000,70,20000,12000,Devout boots.png,Devout boots
Scrawled words that can invoke the power of the gods.,21034,true,32000,5,80000,48000,Dexterous prayer scroll.png,Dexterous prayer scroll
"A set containing a Dharok's helm, platelegs, platebody and greataxe.",12877,true,160000,8,400000,240000,Dharok's armour set.png,Dharok's armour set
Dharok the Wretched's greataxe.,4718,true,83200,15,208000,124800,Dharok's greataxe.png,Dharok's greataxe
Dharok the Wretched's greataxe.,4890,true,83200,15,208000,124800,Dharok's greataxe 0.png,Dharok's greataxe 0
Dharok the Wretched's helm.,4716,true,41200,15,103000,61800,Dharok's helm.png,Dharok's helm
Dharok the Wretched's helm.,4884,true,41200,15,103000,61800,Dharok's helm 0.png,Dharok's helm 0
Dharok the Wretched's platebody armour.,4720,true,112000,15,280000,168000,Dharok's platebody.png,Dharok's platebody
Dharok the Wretched's platebody armour.,4896,true,112000,15,280000,168000,Dharok's platebody 0.png,Dharok's platebody 0
Dharok the Wretched's plate leg armour.,4722,true,110000,15,275000,165000,Dharok's platelegs.png,Dharok's platelegs
Dharok the Wretched's plate leg armour.,4902,true,110000,15,275000,165000,Dharok's platelegs 0.png,Dharok's platelegs 0
This looks valuable.,1601,false,800,11000,2000,1200,Diamond.png,Diamond
I wonder if I can get this enchanted.,1700,false,1410,10000,3525,2115,Diamond amulet.png,Diamond amulet
It needs a string so I can wear it.,1681,false,1410,10000,3525,2115,Diamond amulet (u).png,Diamond amulet (u)
Diamond bolt tips.,9192,true,53,11000,133,79,Diamond bolt tips 5.png,Diamond bolt tips
Diamond tipped Adamantite crossbow bolts.,9340,true,76,11000,192,115,Diamond bolts 5.png,Diamond bolts
Enchanted Diamond tipped Adamantite Crossbow Bolts.,9243,true,84,11000,211,126,Diamond bolts (e) 5.png,Diamond bolts (e)
I wonder if this is valuable.,11092,true,1530,10000,3825,2295,Diamond bracelet.png,Diamond bracelet
"Dragon crossbow bolts, tipped with diamond.",21969,true,340,11000,850,510,Diamond dragon bolts 5.png,Diamond dragon bolts
"Enchanted Dragon crossbow bolts, tipped with diamond.",21946,true,352,11000,880,528,Diamond dragon bolts (e) 5.png,Diamond dragon bolts (e)
I wonder if this is valuable.,1662,false,1470,18000,3675,2205,Diamond necklace.png,Diamond necklace
A valuable ring.,1643,false,1410,10000,3525,2115,Diamond ring.png,Diamond ring
Teleports you to the Digsite.,12403,true,4,10000,10,6,Digsite teleport.png,Digsite teleport
Is it... looking at me?,21015,true,224000,8,560000,336000,Dinh's bulwark.png,Dinh's bulwark
Used to get out of Thordur's blackhole.,981,false,48,50,120,72,Disk of returning.png,Disk of returning
1 dose of divine bastion potion.,24644,true,1,2000,1,1,Divine bastion potion(1).png,Divine bastion potion(1)
2 doses of divine bastion potion.,24641,true,1,2000,1,1,Divine bastion potion(2).png,Divine bastion potion(2)
3 doses of divine bastion potion.,24638,true,1,2000,1,1,Divine bastion potion(3).png,Divine bastion potion(3)
4 doses of divine bastion potion.,24635,true,1,2000,1,1,Divine bastion potion(4).png,Divine bastion potion(4)
1 dose of divine battlemage potion.,24632,true,1,2000,1,1,Divine battlemage potion(1).png,Divine battlemage potion(1)
2 doses of divine battlemage potion.,24629,true,1,2000,1,1,Divine battlemage potion(2).png,Divine battlemage potion(2)
3 doses of divine battlemage potion.,24626,true,1,2000,1,1,Divine battlemage potion(3).png,Divine battlemage potion(3)
4 doses of divine battlemage potion.,24623,true,1,2000,1,1,Divine battlemage potion(4).png,Divine battlemage potion(4)
1 dose of divine magic potion.,23754,true,16,2000,40,24,Divine magic potion(1).png,Divine magic potion(1)
2 doses of divine magic potion.,23751,true,36,2000,90,54,Divine magic potion(2).png,Divine magic potion(2)
3 doses of divine magic potion.,23748,true,68,2000,170,102,Divine magic potion(3).png,Divine magic potion(3)
4 doses of divine magic potion.,23745,true,100,2000,250,150,Divine magic potion(4).png,Divine magic potion(4)
1 dose of divine ranging potion.,23742,true,16,2000,40,24,Divine ranging potion(1).png,Divine ranging potion(1)
2 doses of divine ranging potion.,23739,true,36,2000,90,54,Divine ranging potion(2).png,Divine ranging potion(2)
3 doses of divine ranging potion.,23736,true,68,2000,170,102,Divine ranging potion(3).png,Divine ranging potion(3)
4 doses of divine ranging potion.,23733,true,100,2000,250,150,Divine ranging potion(4).png,Divine ranging potion(4)
1 dose of divine super attack potion.,23706,true,16,2000,40,24,Divine super attack potion(1).png,Divine super attack potion(1)
2 doses of divine super attack potion.,23703,true,36,2000,90,54,Divine super attack potion(2).png,Divine super attack potion(2)
3 doses of divine super attack potion.,23700,true,68,2000,170,102,Divine super attack potion(3).png,Divine super attack potion(3)
4 doses of divine super attack potion.,23697,true,100,2000,250,150,Divine super attack potion(4).png,Divine super attack potion(4)
1 dose of divine super combat potion.,23694,true,16,2000,40,24,Divine super combat potion(1).png,Divine super combat potion(1)
2 doses of divine super combat potion.,23691,true,36,2000,90,54,Divine super combat potion(2).png,Divine super combat potion(2)
3 doses of divine super combat potion.,23688,true,68,2000,170,102,Divine super combat potion(3).png,Divine super combat potion(3)
4 doses of divine super combat potion.,23685,true,100,2000,250,150,Divine super combat potion(4).png,Divine super combat potion(4)
1 dose of divine super defence potion.,23730,true,16,2000,40,24,Divine super defence potion(1).png,Divine super defence potion(1)
2 doses of divine super defence potion.,23727,true,36,2000,90,54,Divine super defence potion(2).png,Divine super defence potion(2)
3 doses of divine super defence potion.,23724,true,68,2000,170,102,Divine super defence potion(3).png,Divine super defence potion(3)
4 doses of divine super defence potion.,23721,true,100,2000,250,150,Divine super defence potion(4).png,Divine super defence potion(4)
1 dose of divine super strength potion.,23718,true,16,2000,40,24,Divine super strength potion(1).png,Divine super strength potion(1)
2 doses of divine super strength potion.,23715,true,36,2000,90,54,Divine super strength potion(2).png,Divine super strength potion(2)
3 doses of divine super strength potion.,23712,true,68,2000,170,102,Divine super strength potion(3).png,Divine super strength potion(3)
4 doses of divine super strength potion.,23709,true,100,2000,250,150,Divine super strength potion(4).png,Divine super strength potion(4)
Lets you get away with it - sometimes.,21143,true,420,10000,1050,630,Dodgy necklace.png,Dodgy necklace
"A tasty herb, good for seasoning.",1573,true,1,15,2,1,Doogle leaves.png,Doogle leaves
This fires crossbow bolts.,8880,true,800,70,2000,1200,Dorgeshuun crossbow.png,Dorgeshuun crossbow
A black piece of cloth on a string.,19727,true,1,4,2,1,Double eye patch.png,Double eye patch
It looks like this could be attached to a shield somehow.,11286,true,300000,5,750000,450000,Draconic visage.png,Draconic visage
A two-handed Dragon Sword.,7158,true,88000,8,220000,132000,Dragon 2h sword.png,Dragon 2h sword
"A set containing a full helm, platebody, legs and kiteshield.",21882,true,200000,8,500000,300000,Dragon armour set (lg).png,Dragon armour set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",21885,true,200000,8,500000,300000,Dragon armour set (sk).png,Dragon armour set (sk)
An arrow made using a dragon's talon.,11212,true,320,11000,800,480,Dragon arrow 5.png,Dragon arrow
Venomous-looking arrows.,11227,true,320,11000,800,480,Dragon arrow(p) 5.png,Dragon arrow(p)
Venomous-looking arrows.,11228,true,320,11000,800,480,Dragon arrow(p+) 5.png,Dragon arrow(p+)
Venomous-looking arrows.,11229,true,320,11000,800,480,Dragon arrow(p++) 5.png,Dragon arrow(p++)
"Dragon talons, usable as arrowheads.",11237,true,200,10000,500,300,Dragon arrowtips.png,Dragon arrowtips
A very powerful axe.,6739,true,22000,40,55000,33000,Dragon axe.png,Dragon axe
A vicious looking axe.,1377,true,80000,70,200000,120000,Dragon battleaxe.png,Dragon battleaxe
A glass of bitter.,1911,true,1,2000,2,1,Dragon bitter.png,Dragon bitter
How does it all fit in there?,8524,true,4,500,10,6,Dragon bitter (flatpack).png,Dragon bitter (flatpack)
This keg contains 4 pints of Dragon Bitter.,5809,true,1,2000,1,1,Dragon bitter(4).png,Dragon bitter(4)
This looks a good deal stronger than normal Dragon Bitter.,5745,true,1,2000,2,1,Dragon bitter(m).png,Dragon bitter(m)
This keg contains 4 pints of mature Dragon Bitter.,5889,true,1,2000,1,1,Dragon bitter(m4).png,Dragon bitter(m4)
Dragon crossbow bolts.,21905,true,170,11000,425,255,Dragon bolts 5.png,Dragon bolts
Some poisoned dragon bolts.,21924,true,172,11000,430,258,Dragon bolts (p) 5.png,Dragon bolts (p)
Some poisoned dragon bolts.,21926,true,174,11000,435,261,Dragon bolts (p+) 5.png,Dragon bolts (p+)
Some poisoned dragon bolts.,21928,true,176,11000,440,264,Dragon bolts (p++) 5.png,Dragon bolts (p++)
Unfeathered dragon crossbow bolts.,21930,true,56,13000,141,84,Dragon bolts (unf) 5.png,Dragon bolts (unf)
These would feed a dog for months!,536,true,64,7500,160,96,Dragon bones.png,Dragon bones
These will protect my feet.,11840,true,8000,70,20000,12000,Dragon boots.png,Dragon boots
Use on some dragon boots to make them look fancier!,22231,true,2000,4,5000,3000,Dragon boots ornament kit.png,Dragon boots ornament kit
An onyx topped cane.,12373,true,12000,4,30000,18000,Dragon cane.png,Dragon cane
A series of connected metal rings.,3140,true,100000,70,250000,150000,Dragon chainbody.png,Dragon chainbody
Use on a dragon chainbody to make it look fancier!,12534,true,2000,4,5000,3000,Dragon chainbody ornament kit.png,Dragon chainbody ornament kit
A set of fighting claws.,13652,true,82000,8,205000,123000,Dragon claws.png,Dragon claws
A dragon crossbow.,21902,true,21600,70,54000,32400,Dragon crossbow.png,Dragon crossbow
An unstrung dragon crossbow.,21921,true,12000,10000,30000,18000,Dragon crossbow (u).png,Dragon crossbow (u)
A powerful dagger.,1215,true,12000,70,30000,18000,Dragon dagger.png,Dragon dagger
A powerful dagger.,1231,true,9600,70,24000,14400,Dragon dagger(p).png,Dragon dagger(p)
A powerful dagger.,5680,true,9600,70,24000,14400,Dragon dagger(p+).png,Dragon dagger(p+)
A powerful dagger.,5698,true,9600,70,24000,14400,Dragon dagger(p++).png,Dragon dagger(p++)
A deadly throwing dart with a dragon tip.,11230,true,200,11000,500,300,Dragon dart.png,Dragon dart
A deadly looking dragon dart tip - needs feathers for flight.,11232,true,100,11000,250,150,Dragon dart tip.png,Dragon dart tip
